4.684987599467267E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.911255385696260E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.224489795918366E-01 0.000000000000000E+00 0.000000000000000E+00 1.703772673649629E-02 0.000000000000000E+00 8.889951553142825E-04 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
9.256467744584879E-02 1.505031118075774E-01 9.176497162085119E-02 2.486714184603814E-02 2.527004855455401E-03 1.505031118075774E-01 1.835299432417024E-01 7.460142553811443E-02 1.010801942182160E-02 9.176497162085119E-02 7.460142553811444E-02 1.516202913273240E-02 2.486714184603814E-02 1.010801942182160E-02 2.527004855455401E-03 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
2.527004855455403E-03 2.486714184603816E-02 9.176497162085119E-02 1.505031118075774E-01 9.256467744584872E-02 1.010801942182161E-02 7.460142553811444E-02 1.835299432417024E-01 1.505031118075774E-01 1.516202913273241E-02 7.460142553811444E-02 9.176497162085115E-02 1.010801942182160E-02 2.486714184603814E-02 2.527004855455401E-03 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 4.684987599467267E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.911255385696260E-01 0.000000000000000E+00 0.000000000000000E+00 1.224489795918366E-01 0.000000000000000E+00 1.703772673649629E-02 8.889951553142825E-04 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
6.249999999999997E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.499999999999999E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.749999999999999E-01 0.000000000000000E+00 0.000000000000000E+00 2.500000000000000E-01 0.000000000000000E+00 6.250000000000000E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
2.527004855455401E-03 1.010801942182160E-02 1.516202913273241E-02 1.010801942182161E-02 2.527004855455403E-03 2.486714184603814E-02 7.460142553811443E-02 7.460142553811445E-02 2.486714184603816E-02 9.176497162085115E-02 1.835299432417023E-01 9.176497162085119E-02 1.505031118075774E-01 1.505031118075774E-01 9.256467744584872E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 6.250000000000000E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.500000000000000E-01 0.000000000000000E+00 0.000000000000000E+00 3.750000000000000E-01 0.000000000000000E+00 2.500000000000000E-01 6.250000000000000E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
8.889951553142836E-04 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.703772673649630E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.224489795918366E-01 0.000000000000000E+00 0.000000000000000E+00 3.911255385696261E-01 0.000000000000000E+00 4.684987599467267E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 8.889951553142836E-04 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.703772673649630E-02 0.000000000000000E+00 0.000000000000000E+00 1.224489795918366E-01 0.000000000000000E+00 3.911255385696261E-01 4.684987599467267E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 
4.684987599467265E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.911255385696262E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.224489795918368E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.703772673649634E-02 0.000000000000000E+00 0.000000000000000E+00 8.889951553142860E-04 
9.256467744584872E-02 1.505031118075774E-01 9.176497162085115E-02 2.486714184603814E-02 2.527004855455401E-03 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.505031118075774E-01 1.835299432417024E-01 7.460142553811445E-02 1.010801942182161E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 9.176497162085123E-02 7.460142553811448E-02 1.516202913273242E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.486714184603818E-02 1.010801942182162E-02 0.000000000000000E+00 2.527004855455406E-03 
2.527004855455403E-03 2.486714184603816E-02 9.176497162085119E-02 1.505031118075774E-01 9.256467744584872E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.010801942182161E-02 7.460142553811445E-02 1.835299432417024E-01 1.505031118075774E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.516202913273242E-02 7.460142553811448E-02 9.176497162085119E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.010801942182161E-02 2.486714184603816E-02 0.000000000000000E+00 2.527004855455403E-03 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 4.684987599467267E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.911255385696263E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.224489795918368E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.703772673649634E-02 0.000000000000000E+00 8.889951553142860E-04 
9.256467744584879E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.505031118075775E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 9.176497162085123E-02 0.000000000000000E+00 0.000000000000000E+00 2.486714184603816E-02 0.000000000000000E+00 2.527004855455403E-03 1.505031118075775E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.835299432417025E-01 0.000000000000000E+00 0.000000000000000E+00 7.460142553811451E-02 0.000000000000000E+00 1.010801942182162E-02 9.176497162085129E-02 0.000000000000000E+00 0.000000000000000E+00 7.460142553811452E-02 0.000000000000000E+00 1.516202913273242E-02 2.486714184603818E-02 0.000000000000000E+00 1.010801942182162E-02 2.527004855455406E-03 
3.906249999999998E-03 1.562499999999999E-02 2.343749999999999E-02 1.562500000000000E-02 3.906250000000000E-03 1.562499999999999E-02 4.687499999999999E-02 4.687499999999999E-02 1.562500000000000E-02 2.343749999999999E-02 4.687499999999999E-02 2.343750000000000E-02 1.562500000000000E-02 1.562500000000000E-02 3.906250000000000E-03 1.562499999999999E-02 4.687499999999999E-02 4.687499999999999E-02 1.562500000000000E-02 4.687499999999999E-02 9.374999999999999E-02 4.687500000000000E-02 4.687499999999999E-02 4.687500000000000E-02 1.562500000000000E-02 2.343749999999999E-02 4.687499999999999E-02 2.343750000000000E-02 4.687499999999999E-02 4.687500000000000E-02 2.343750000000000E-02 1.562500000000000E-02 1.562500000000000E-02 1.562500000000000E-02 3.906250000000000E-03 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 9.256467744584872E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.505031118075774E-01 0.000000000000000E+00 0.000000000000000E+00 9.176497162085119E-02 0.000000000000000E+00 2.486714184603816E-02 2.527004855455403E-03 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.505031118075774E-01 0.000000000000000E+00 0.000000000000000E+00 1.835299432417024E-01 0.000000000000000E+00 7.460142553811448E-02 1.010801942182162E-02 0.000000000000000E+00 0.000000000000000E+00 9.176497162085123E-02 0.000000000000000E+00 7.460142553811451E-02 1.516202913273242E-02 0.000000000000000E+00 2.486714184603818E-02 1.010801942182162E-02 2.527004855455406E-03 
2.527004855455399E-03 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.486714184603813E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 9.176497162085114E-02 0.000000000000000E+00 0.000000000000000E+00 1.505031118075773E-01 0.000000000000000E+00 9.256467744584872E-02 1.010801942182160E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 7.460142553811443E-02 0.000000000000000E+00 0.000000000000000E+00 1.835299432417023E-01 0.000000000000000E+00 1.505031118075774E-01 1.516202913273241E-02 0.000000000000000E+00 0.000000000000000E+00 7.460142553811443E-02 0.000000000000000E+00 9.176497162085119E-02 1.010801942182161E-02 0.000000000000000E+00 2.486714184603816E-02 2.527004855455403E-03 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.527004855455403E-03 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.486714184603816E-02 0.000000000000000E+00 0.000000000000000E+00 9.176497162085119E-02 0.000000000000000E+00 1.505031118075774E-01 9.256467744584872E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.010801942182161E-02 0.000000000000000E+00 0.000000000000000E+00 7.460142553811445E-02 0.000000000000000E+00 1.835299432417024E-01 1.505031118075774E-01 0.000000000000000E+00 0.000000000000000E+00 1.516202913273242E-02 0.000000000000000E+00 7.460142553811448E-02 9.176497162085119E-02 0.000000000000000E+00 1.010801942182161E-02 2.486714184603816E-02 2.527004855455403E-03 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 4.684987599467267E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.911255385696262E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.224489795918367E-01 0.000000000000000E+00 0.000000000000000E+00 1.703772673649632E-02 8.889951553142848E-04 
6.250000000000000E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.500000000000000E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.750000000000000E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.500000000000000E-01 0.000000000000000E+00 0.000000000000000E+00 6.250000000000000E-02 
2.527004855455403E-03 1.010801942182161E-02 1.516202913273241E-02 1.010801942182160E-02 2.527004855455401E-03 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.486714184603816E-02 7.460142553811445E-02 7.460142553811445E-02 2.486714184603814E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 9.176497162085119E-02 1.835299432417024E-01 9.176497162085115E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.505031118075774E-01 1.505031118075774E-01 0.000000000000000E+00 9.256467744584872E-02 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 6.250000000000000E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.500000000000000E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.750000000000000E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.500000000000000E-01 0.000000000000000E+00 6.250000000000000E-02 
2.527004855455398E-03 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.010801942182160E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.516202913273241E-02 0.000000000000000E+00 0.000000000000000E+00 1.010801942182162E-02 0.000000000000000E+00 2.527004855455406E-03 2.486714184603812E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 7.460142553811441E-02 0.000000000000000E+00 0.000000000000000E+00 7.460142553811447E-02 0.000000000000000E+00 2.486714184603818E-02 9.176497162085109E-02 0.000000000000000E+00 0.000000000000000E+00 1.835299432417023E-01 0.000000000000000E+00 9.176497162085125E-02 1.505031118075773E-01 0.000000000000000E+00 1.505031118075774E-01 9.256467744584872E-02 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.527004855455401E-03 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.010801942182161E-02 0.000000000000000E+00 0.000000000000000E+00 1.516202913273242E-02 0.000000000000000E+00 1.010801942182162E-02 2.527004855455406E-03 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.486714184603814E-02 0.000000000000000E+00 0.000000000000000E+00 7.460142553811445E-02 0.000000000000000E+00 7.460142553811450E-02 2.486714184603818E-02 0.000000000000000E+00 0.000000000000000E+00 9.176497162085115E-02 0.000000000000000E+00 1.835299432417024E-01 9.176497162085125E-02 0.000000000000000E+00 1.505031118075774E-01 1.505031118075774E-01 9.256467744584872E-02 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 6.250000000000000E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 2.500000000000000E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.750000000000000E-01 0.000000000000000E+00 0.000000000000000E+00 2.500000000000000E-01 6.250000000000000E-02 
8.889951553142836E-04 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.703772673649630E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.224489795918366E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.911255385696261E-01 0.000000000000000E+00 0.000000000000000E+00 4.684987599467267E-01 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 8.889951553142836E-04 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.703772673649630E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.224489795918366E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.911255385696261E-01 0.000000000000000E+00 4.684987599467267E-01 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 8.889951553142848E-04 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.703772673649632E-02 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.224489795918367E-01 0.000000000000000E+00 0.000000000000000E+00 3.911255385696262E-01 4.684987599467267E-01 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.000000000000000E+00 
% inverse Bernstein VDM matrix
1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -0.000000000000000E+00 
-1.500000000000001E+00 3.378251244362120E+00 -1.333333333333333E+00 7.050820889712134E-01 -2.500000000000000E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -0.000000000000000E+00 
1.000000000000000E+00 -2.722222222222221E+00 4.444444444444445E+00 -2.722222222222223E+00 1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -0.000000000000000E+00 
-2.500000000000001E-01 7.050820889712132E-01 -1.333333333333333E+00 3.378251244362121E+00 -1.500000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -0.000000000000000E+00 
0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 1.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -0.000000000000000E+00 
-1.500000000000001E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 3.378251244362121E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -1.333333333333332E+00 0.000000000000000E+00 0.000000000000000E+00 7.050820889712131E-01 0.000000000000000E+00 -2.500000000000001E-01 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00 -0.000000000000000E+00 
